product_id,product_name,category,subcategory,brand,unit_cost,list_price,is_active
411,Pressure Makeup,Beauty,Makeup,Initech,86.45,129.79,1
412,Including Men,Apparel,Men,Globex,16.62,23.57,1
413,Tend Educational,Toys,Educational,Acme,61.2,103.02,1
414,Consider Phone,Electronics,Phones,Acme,85.61,157.18,1
415,Politics Educational,Toys,Educational,Initech,92.16,167.74,1
416,Finish Non-Fiction,Books,Non-Fiction,Stark,64.5,120.08,1
417,Couple Pantry,Grocery,Pantry,Stark,18.47,25.89,0
418,Stay Beverage,Grocery,Beverages,Soylent,44.22,84.72,1
419,Story Furniture,Home & Garden,Furniture,Soylent,16.79,21.87,1
420,Reduce Laptop,Electronics,Laptops,Umbrella,40.19,71.2,1
421,Involve Beverage,Grocery,Beverages,Initech,11.57,17.4,1
422,Fill Fiction,Books,Fiction,Soylent,69.56,118.77,1
423,Question Educational,Toys,Educational,Wayne,9.25,13.95,1
424,Position Phone,Electronics,Phones,Acme,17.08,29.58,0
425,Moment Action Figure,Toys,Action Figures,Hooli,48.64,96.39,1
426,Source Skincare,Beauty,Skincare,Stark,81.71,145.57,1
427,Million Men,Apparel,Men,Initech,95.53,164.99,1
428,Admit Phone,Electronics,Phones,Stark,28.62,45.83,1
429,May Decor,Home & Garden,Decor,Globex,43.58,70.07,1
430,Again Snack,Grocery,Snacks,Wayne,19.24,29.9,1
431,Discover Outdoor Rec,Sports,Outdoor Rec,Globex,66.87,95.74,1
432,Film Decor,Home & Garden,Decor,Wayne,55.96,108.3,1
433,Green Footwear,Apparel,Footwear,Globex,38.89,69.04,1
434,Huge Children,Books,Children,Stark,6.51,11.98,1
435,Contain Footwear,Apparel,Footwear,Hooli,21.23,30.63,1
436,Away Men,Apparel,Men,Initech,76.8,151.43,1
437,Heart Pantry,Grocery,Pantry,Globex,67.11,103.87,1
438,Her Accessorie,Electronics,Accessories,Hooli,30.63,45.77,1
439,Give Non-Fiction,Books,Non-Fiction,Wayne,28.19,47.6,1
440,Century Educational,Toys,Educational,Acme,56.84,110.56,1
441,Memory Kid,Apparel,Kids,Initech,27.04,53.78,1
442,Watch Laptop,Electronics,Laptops,Initech,52.92,73.23,1
443,Establish Educational,Toys,Educational,Initech,27.34,45.66,1
444,Claim Educational,Toys,Educational,Hooli,4.09,5.85,1
445,Tonight Men,Apparel,Men,Acme,86.53,146.58,1
446,Break Decor,Home & Garden,Decor,Acme,81.5,149.96,1
447,Inside Educational,Toys,Educational,Umbrella,4.47,7.17,1
448,Over Fitnes,Sports,Fitness,Stark,25.02,48.31,1
449,Wind Pantry,Grocery,Pantry,Initech,49.05,90.95,1
450,Board Men,Apparel,Men,Soylent,74.24,113.58,1
451,Pattern Fiction,Books,Fiction,Stark,61.38,121.83,0
452,Upon Makeup,Beauty,Makeup,Hooli,93.81,140.17,1
453,Heavy Kid,Apparel,Kids,Hooli,26.98,43.66,1
454,Son Skincare,Beauty,Skincare,Wayne,14.3,25.52,1
455,Memory Action Figure,Toys,Action Figures,Soylent,51.05,88.1,1
456,Hear Snack,Grocery,Snacks,Soylent,74.48,108.64,1
457,Television Skincare,Beauty,Skincare,Globex,50.44,67.09,1
458,Our Audio,Electronics,Audio,Globex,42.68,78.33,1
459,Stock Skincare,Beauty,Skincare,Acme,69.47,105.3,1
460,Two Pantry,Grocery,Pantry,Soylent,66.23,96.79,1
461,Fly Footwear,Apparel,Footwear,Globex,6.24,9.66,1
462,Building Fiction,Books,Fiction,Umbrella,18.53,27.57,1
463,Recognize Team Sport,Sports,Team Sports,Soylent,27.28,48.1,1
464,Out Phone,Electronics,Phones,Stark,24.13,32.64,1
465,Show Women,Apparel,Women,Globex,36.41,64.51,1
466,Administration Outdoor,Home & Garden,Outdoor,Stark,15.06,20.72,1
467,Enough Furniture,Home & Garden,Furniture,Soylent,46.19,68.3,1
468,Future Outdoor Rec,Sports,Outdoor Rec,Wayne,36.35,50.33,1
469,Everything Beverage,Grocery,Beverages,Umbrella,46.85,91.64,1
470,Three Footwear,Apparel,Footwear,Initech,52.65,80.49,1
471,Paper Team Sport,Sports,Team Sports,Stark,64.8,85.09,1
472,Appear Fitnes,Sports,Fitness,Wayne,15.08,25.38,1
473,Learn Footwear,Apparel,Footwear,Acme,39.23,62.91,1
474,Fund Skincare,Beauty,Skincare,Initech,52.3,90.72,1
475,Fish Pantry,Grocery,Pantry,Initech,20.9,34.88,1
476,Serve Fiction,Books,Fiction,Soylent,28.44,44.49,1
477,Treat Snack,Grocery,Snacks,Globex,10.58,17.93,1
478,Model Team Sport,Sports,Team Sports,Umbrella,91.36,167.57,1
479,Never Audio,Electronics,Audio,Acme,35.92,63.04,1
480,Situation Team Sport,Sports,Team Sports,Hooli,58.07,102.1,1
481,Theory Beverage,Grocery,Beverages,Umbrella,59.32,107.24,1
482,Choice Pantry,Grocery,Pantry,Umbrella,81.56,117.64,1
483,Politics Children,Books,Children,Soylent,15.75,28.18,1
484,Choice Men,Apparel,Men,Initech,38.29,73.85,1
485,First Fitnes,Sports,Fitness,Hooli,93.45,127.27,1
486,Arrive Snack,Grocery,Snacks,Stark,66.21,97.4,1
487,Reality Children,Books,Children,Soylent,47.14,61.72,1
488,Possible Accessorie,Electronics,Accessories,Stark,18.51,35.9,1
489,More Men,Apparel,Men,Globex,35.83,47.34,1
490,Necessary Women,Apparel,Women,Soylent,54.52,96.42,1
491,Impact Outdoor Rec,Sports,Outdoor Rec,Umbrella,65.87,100.8,1
492,Successful Laptop,Electronics,Laptops,Soylent,96.66,179.3,1
493,Late Kid,Apparel,Kids,Wayne,44.29,68.38,1
494,Interesting Pantry,Grocery,Pantry,Initech,53.11,74.57,1
495,Back Kitchen,Home & Garden,Kitchen,Globex,81.98,130.35,1
496,Without Decor,Home & Garden,Decor,Hooli,99.36,186.03,1
497,Turn Phone,Electronics,Phones,Soylent,68.88,103.02,1
498,Receive Kid,Apparel,Kids,Initech,71.26,96.5,1
499,Box Audio,Electronics,Audio,Initech,31.6,43.41,1
500,Trial Team Sport,Sports,Team Sports,Stark,15.43,25.98,1
501,News Snack,Grocery,Snacks,Hooli,23.76,38.35,1
502,Trouble Fiction,Books,Fiction,Soylent,80.89,112.51,1
503,Together Snack,Grocery,Snacks,Umbrella,71.24,141.19,1
504,Life Board Game,Toys,Board Games,Acme,9.43,13.84,1
505,Turn Non-Fiction,Books,Non-Fiction,Stark,10.22,16.24,1
506,Art Beverage,Grocery,Beverages,Umbrella,93.35,137.28,1
507,Three Action Figure,Toys,Action Figures,Stark,78.76,152.35,1
508,Add Action Figure,Toys,Action Figures,Wayne,46.93,84.48,1
509,Left Makeup,Beauty,Makeup,Umbrella,51.99,82.65,1
510,Exist Haircare,Beauty,Haircare,Umbrella,87.99,170.07,1
511,Position Snack,Grocery,Snacks,Wayne,30.36,45.18,1
512,Spring Action Figure,Toys,Action Figures,Globex,51.16,68.74,0
513,Sort Kitchen,Home & Garden,Kitchen,Globex,79.58,136.19,1
514,Once Men,Apparel,Men,Hooli,96.37,154.84,1
515,Policy Kitchen,Home & Garden,Kitchen,Acme,3.25,6.12,1
516,Take Non-Fiction,Books,Non-Fiction,Acme,11.73,16.54,1
517,Actually Beverage,Grocery,Beverages,Hooli,33.95,46.99,1
518,Add Footwear,Apparel,Footwear,Soylent,92.04,119.85,1
519,Just Outdoor Rec,Sports,Outdoor Rec,Umbrella,79.7,141.46,1
520,Benefit Skincare,Beauty,Skincare,Wayne,19.15,31.21,1
521,Oil Kitchen,Home & Garden,Kitchen,Hooli,90.47,121.79,1
522,Among Action Figure,Toys,Action Figures,Hooli,33.98,51.34,1
523,Claim Furniture,Home & Garden,Furniture,Soylent,97.34,173.25,1
524,Tv Audio,Electronics,Audio,Wayne,41.25,78.79,0
525,Alone Fiction,Books,Fiction,Stark,53.77,93.45,1
526,White Snack,Grocery,Snacks,Hooli,78.54,143.14,1
527,Customer Pantry,Grocery,Pantry,Umbrella,86.56,152.52,0
528,Building Non-Fiction,Books,Non-Fiction,Initech,42.37,78.94,1
529,Hour Action Figure,Toys,Action Figures,Globex,61.28,109.79,1
530,Hope Skincare,Beauty,Skincare,Hooli,25.32,45.15,1
531,Lay Non-Fiction,Books,Non-Fiction,Wayne,47.44,89.8,1
532,We Accessorie,Electronics,Accessories,Initech,56.99,84.79,1
533,Majority Educational,Toys,Educational,Initech,25.84,43.09,1
534,Main Haircare,Beauty,Haircare,Hooli,71.33,140.29,1
535,Trade Phone,Electronics,Phones,Acme,52.85,96.74,1
536,Such Haircare,Beauty,Haircare,Umbrella,4.91,7.82,1
537,Free Non-Fiction,Books,Non-Fiction,Hooli,35.36,49.39,1
538,Cultural Team Sport,Sports,Team Sports,Initech,62.41,118.96,1
539,Building Fitnes,Sports,Fitness,Stark,61.26,109.13,1
540,Until Women,Apparel,Women,Wayne,11.22,16.14,1
541,Item Children,Books,Children,Acme,62.25,82.26,1
542,Deal Action Figure,Toys,Action Figures,Soylent,40.57,76.94,1
543,Hold Fitnes,Sports,Fitness,Hooli,40.01,57.89,1
544,President Team Sport,Sports,Team Sports,Wayne,70.69,123.93,1
545,Such Audio,Electronics,Audio,Soylent,12.61,19.91,1
546,Window Beverage,Grocery,Beverages,Umbrella,61.8,115.14,1
547,Coach Kitchen,Home & Garden,Kitchen,Umbrella,87.42,137.09,1
548,Process Beverage,Grocery,Beverages,Globex,33.42,61.68,1
549,Establish Audio,Electronics,Audio,Initech,35.44,62.69,1
550,Similar Makeup,Beauty,Makeup,Initech,22.73,44.28,1
551,Far Non-Fiction,Books,Non-Fiction,Umbrella,58.43,115.06,1
552,Fish Beverage,Grocery,Beverages,Hooli,29.15,49.03,1
553,Statement Pantry,Grocery,Pantry,Soylent,87.55,145.64,1
554,Hear Outdoor Rec,Sports,Outdoor Rec,Stark,91.55,182.26,1
555,Weight Team Sport,Sports,Team Sports,Stark,59.66,108.71,1
556,Air Makeup,Beauty,Makeup,Soylent,28.26,42.25,1
557,Little Kitchen,Home & Garden,Kitchen,Initech,32.12,49.48,1
558,Leader Snack,Grocery,Snacks,Soylent,8.91,13.67,1
559,Future Outdoor,Home & Garden,Outdoor,Wayne,29.89,40.0,0
560,Follow Outdoor Rec,Sports,Outdoor Rec,Acme,15.02,22.18,1
561,Loss Furniture,Home & Garden,Furniture,Globex,25.15,39.98,1
562,News Audio,Electronics,Audio,Acme,54.89,89.81,1
563,Want Non-Fiction,Books,Non-Fiction,Umbrella,5.85,8.39,1
564,Music Kitchen,Home & Garden,Kitchen,Soylent,41.19,80.9,1
565,Participant Haircare,Beauty,Haircare,Globex,81.56,152.53,1
566,Bill Non-Fiction,Books,Non-Fiction,Hooli,9.5,15.03,1
567,Subject Children,Books,Children,Globex,77.23,128.92,1
568,Free Fitnes,Sports,Fitness,Globex,77.26,121.66,1
569,Student Fitnes,Sports,Fitness,Stark,75.19,119.33,1
570,Hot Beverage,Grocery,Beverages,Hooli,5.64,8.33,1
571,Price Haircare,Beauty,Haircare,Wayne,50.19,66.31,1
572,Effect Makeup,Beauty,Makeup,Stark,96.49,179.66,0
573,Prevent Action Figure,Toys,Action Figures,Soylent,13.01,17.91,1
574,North Phone,Electronics,Phones,Umbrella,85.24,152.62,1
575,Pattern Furniture,Home & Garden,Furniture,Initech,91.96,170.39,1
576,Man Educational,Toys,Educational,Stark,86.27,131.56,1
577,Military Pantry,Grocery,Pantry,Acme,44.35,70.66,1
578,Yet Women,Apparel,Women,Wayne,88.03,126.03,1
579,Him Skincare,Beauty,Skincare,Globex,95.11,183.05,1
580,Yes Non-Fiction,Books,Non-Fiction,Initech,52.86,78.59,1
581,Responsibility Snack,Grocery,Snacks,Soylent,66.21,94.16,1
582,War Fitnes,Sports,Fitness,Hooli,24.94,46.89,1
583,Reflect Skincare,Beauty,Skincare,Stark,4.93,8.31,1
584,Buy Non-Fiction,Books,Non-Fiction,Initech,96.43,131.03,1
585,Travel Educational,Toys,Educational,Acme,73.94,110.68,1
586,Food Skincare,Beauty,Skincare,Soylent,64.72,126.63,1
587,Cell Outdoor,Home & Garden,Outdoor,Stark,38.75,54.19,1
588,From Beverage,Grocery,Beverages,Stark,71.01,136.92,1
589,Without Women,Apparel,Women,Umbrella,82.37,153.22,1
590,Series Haircare,Beauty,Haircare,Initech,97.95,158.53,1
591,Month Haircare,Beauty,Haircare,Initech,8.02,15.33,1
592,Against Kid,Apparel,Kids,Umbrella,68.93,129.53,1
593,Modern Skincare,Beauty,Skincare,Hooli,36.26,65.29,1
594,Six Pantry,Grocery,Pantry,Globex,65.71,108.26,1
595,Find Outdoor Rec,Sports,Outdoor Rec,Wayne,30.52,54.88,1
596,Check Outdoor Rec,Sports,Outdoor Rec,Soylent,77.18,142.18,1
597,Cold Kid,Apparel,Kids,Initech,4.79,8.57,1
598,Build Audio,Electronics,Audio,Stark,68.15,103.63,1
599,Color Educational,Toys,Educational,Acme,15.72,24.85,1
600,Ability Snack,Grocery,Snacks,Wayne,12.28,24.1,1
601,Statement Fiction,Books,Fiction,Umbrella,65.0,91.58,1
602,Dark Fitnes,Sports,Fitness,Stark,33.61,50.11,1
603,Statement Makeup,Beauty,Makeup,Acme,89.53,163.92,1
604,Manager Haircare,Beauty,Haircare,Initech,4.64,7.93,1
605,Six Fitnes,Sports,Fitness,Acme,58.77,114.83,0
606,Different Fiction,Books,Fiction,Umbrella,4.46,8.46,1
607,Success Laptop,Electronics,Laptops,Umbrella,76.62,133.61,1
608,Job Outdoor,Home & Garden,Outdoor,Wayne,16.79,32.33,1
609,Actually Board Game,Toys,Board Games,Hooli,36.58,71.33,1
610,Activity Haircare,Beauty,Haircare,Wayne,51.29,80.48,1
611,Born Children,Books,Children,Umbrella,70.07,132.01,1
612,Five Skincare,Beauty,Skincare,Wayne,9.95,16.96,1
613,Fund Action Figure,Toys,Action Figures,Initech,56.05,93.69,1
614,Culture Audio,Electronics,Audio,Umbrella,49.78,90.01,1
615,Work Fitnes,Sports,Fitness,Hooli,69.17,93.37,1
616,Effort Makeup,Beauty,Makeup,Acme,76.32,133.14,1
617,Cost Makeup,Beauty,Makeup,Wayne,87.3,123.11,1
618,Election Pantry,Grocery,Pantry,Initech,48.37,93.22,1
619,Catch Non-Fiction,Books,Non-Fiction,Acme,53.48,100.32,1
620,Sort Laptop,Electronics,Laptops,Initech,6.35,9.77,1
621,Price Pantry,Grocery,Pantry,Stark,91.39,175.53,1
622,Boy Accessorie,Electronics,Accessories,Stark,83.11,161.54,1
623,Son Fiction,Books,Fiction,Stark,62.55,83.13,1
624,Fight Makeup,Beauty,Makeup,Globex,4.26,6.96,1
625,Cell Men,Apparel,Men,Umbrella,14.72,21.0,1
626,Public Fiction,Books,Fiction,Globex,62.21,123.13,1
627,West Skincare,Beauty,Skincare,Hooli,89.64,121.71,1
628,Along Beverage,Grocery,Beverages,Soylent,49.89,99.47,1
629,Everything Team Sport,Sports,Team Sports,Wayne,20.75,31.94,1
630,Soldier Laptop,Electronics,Laptops,Umbrella,13.32,23.7,1
631,Black Phone,Electronics,Phones,Umbrella,74.44,100.94,1
632,Method Educational,Toys,Educational,Acme,98.95,193.39,1
633,Per Non-Fiction,Books,Non-Fiction,Hooli,9.74,17.7,1
634,Difference Skincare,Beauty,Skincare,Acme,95.09,160.22,1
635,Serious Decor,Home & Garden,Decor,Umbrella,12.35,20.3,1
636,Page Makeup,Beauty,Makeup,Stark,84.17,124.28,1
637,Generation Accessorie,Electronics,Accessories,Hooli,7.68,12.1,1
638,Discuss Team Sport,Sports,Team Sports,Initech,91.07,152.07,1
639,Much Men,Apparel,Men,Acme,6.82,11.06,1
640,Film Makeup,Beauty,Makeup,Acme,63.2,123.92,1
641,Dark Footwear,Apparel,Footwear,Hooli,8.91,13.73,1
642,Administration Pantry,Grocery,Pantry,Soylent,35.11,61.12,1
643,Understand Children,Books,Children,Umbrella,5.06,7.38,1
644,Member Children,Books,Children,Stark,34.06,58.32,1
645,Avoid Men,Apparel,Men,Umbrella,82.38,150.98,1
646,Road Children,Books,Children,Hooli,30.39,54.74,1
647,Mrs Fitnes,Sports,Fitness,Umbrella,55.19,82.91,1
648,Fly Fitnes,Sports,Fitness,Initech,28.58,53.52,1
649,Item Fiction,Books,Fiction,Soylent,3.21,4.52,1
650,Lawyer Makeup,Beauty,Makeup,Hooli,36.68,68.54,1
651,Activity Footwear,Apparel,Footwear,Globex,23.45,32.77,1
652,Policy Decor,Home & Garden,Decor,Wayne,8.11,15.33,1
653,Agree Footwear,Apparel,Footwear,Hooli,80.75,114.88,0
654,Either Fitnes,Sports,Fitness,Stark,55.78,107.92,1
655,Senior Accessorie,Electronics,Accessories,Initech,88.41,119.83,1
656,Give Audio,Electronics,Audio,Acme,32.54,62.34,1
657,Break Board Game,Toys,Board Games,Soylent,83.41,135.55,1
658,Range Women,Apparel,Women,Globex,46.19,82.76,1
659,Exist Footwear,Apparel,Footwear,Umbrella,99.93,192.89,1
660,Picture Furniture,Home & Garden,Furniture,Soylent,35.38,69.08,1
661,Approach Fiction,Books,Fiction,Acme,10.05,16.24,1
662,Ready Pantry,Grocery,Pantry,Stark,65.54,97.78,1
663,Detail Fiction,Books,Fiction,Stark,36.94,63.71,1
664,Discover Educational,Toys,Educational,Initech,64.67,97.28,1
665,Wind Action Figure,Toys,Action Figures,Soylent,46.09,72.17,1
666,Early Outdoor Rec,Sports,Outdoor Rec,Hooli,83.47,130.36,1
667,Bill Snack,Grocery,Snacks,Umbrella,24.78,35.01,1
668,End Phone,Electronics,Phones,Wayne,28.71,51.88,1
669,Outside Accessorie,Electronics,Accessories,Wayne,80.21,149.79,1
670,Day Footwear,Apparel,Footwear,Umbrella,73.65,128.28,1
671,Various Audio,Electronics,Audio,Wayne,50.3,82.69,1
672,I Snack,Grocery,Snacks,Wayne,71.1,110.42,1
673,Sister Fitnes,Sports,Fitness,Stark,81.02,133.97,1
674,Also Furniture,Home & Garden,Furniture,Globex,45.14,75.98,1
675,Whatever Beverage,Grocery,Beverages,Umbrella,8.2,15.41,1
676,Suggest Audio,Electronics,Audio,Umbrella,94.34,164.83,1
677,Heart Team Sport,Sports,Team Sports,Umbrella,82.12,118.53,1
678,Save Accessorie,Electronics,Accessories,Umbrella,45.96,79.98,1
679,Material Kitchen,Home & Garden,Kitchen,Hooli,90.5,134.16,1
680,Choose Furniture,Home & Garden,Furniture,Stark,80.67,132.58,1
681,Side Beverage,Grocery,Beverages,Umbrella,51.48,71.63,1
682,Soon Outdoor Rec,Sports,Outdoor Rec,Initech,32.28,52.88,1
683,Area Educational,Toys,Educational,Acme,43.8,62.12,1
684,Respond Action Figure,Toys,Action Figures,Initech,54.04,76.09,1
685,Little Fitnes,Sports,Fitness,Wayne,12.9,25.12,1
686,Defense Outdoor,Home & Garden,Outdoor,Stark,41.15,65.09,1
687,Behavior Footwear,Apparel,Footwear,Stark,97.55,177.5,1
688,Avoid Non-Fiction,Books,Non-Fiction,Initech,36.08,51.5,1
689,Herself Pantry,Grocery,Pantry,Globex,80.43,157.49,1
690,Third Furniture,Home & Garden,Furniture,Globex,49.24,66.5,1
691,Remember Kitchen,Home & Garden,Kitchen,Acme,34.79,60.87,1
692,Sound Educational,Toys,Educational,Soylent,63.68,98.58,1
693,Series Board Game,Toys,Board Games,Hooli,54.07,71.94,1
694,Itself Children,Books,Children,Umbrella,31.92,46.54,1
695,Might Non-Fiction,Books,Non-Fiction,Umbrella,7.51,12.58,1
696,Training Haircare,Beauty,Haircare,Initech,20.12,39.08,1
697,Itself Educational,Toys,Educational,Globex,30.83,60.66,1
698,Return Laptop,Electronics,Laptops,Stark,88.36,164.78,1
699,Continue Pantry,Grocery,Pantry,Globex,83.48,126.72,1
700,Worker Men,Apparel,Men,Globex,65.54,111.75,1
701,Economy Kid,Apparel,Kids,Umbrella,68.34,110.97,1
702,Morning Women,Apparel,Women,Umbrella,83.35,137.9,1
703,Throw Board Game,Toys,Board Games,Acme,27.29,46.18,1
704,Late Outdoor,Home & Garden,Outdoor,Soylent,49.06,68.43,0
705,Her Kid,Apparel,Kids,Wayne,40.36,66.65,1
706,Night Phone,Electronics,Phones,Soylent,69.07,103.41,1
707,Cause Skincare,Beauty,Skincare,Umbrella,91.48,119.05,1
708,Interview Decor,Home & Garden,Decor,Hooli,57.92,77.11,1
709,East Footwear,Apparel,Footwear,Acme,34.6,63.12,1
710,Your Team Sport,Sports,Team Sports,Hooli,43.82,66.84,1
711,Agree Fiction,Books,Fiction,Umbrella,53.89,105.09,1
712,Store Beverage,Grocery,Beverages,Acme,43.72,87.16,0
713,Big Audio,Electronics,Audio,Globex,59.22,78.05,1
714,Second Phone,Electronics,Phones,Wayne,70.8,92.04,1
715,However Children,Books,Children,Soylent,17.92,35.49,1
716,Travel Furniture,Home & Garden,Furniture,Acme,91.11,182.13,1
717,Bank Phone,Electronics,Phones,Initech,90.26,144.13,1
718,Most Outdoor Rec,Sports,Outdoor Rec,Hooli,60.26,94.3,1
719,Arrive Action Figure,Toys,Action Figures,Globex,9.7,18.39,0
720,Current Accessorie,Electronics,Accessories,Initech,3.25,6.0,1
721,Already Decor,Home & Garden,Decor,Stark,83.69,149.48,1
722,Street Outdoor,Home & Garden,Outdoor,Umbrella,24.02,40.27,1
723,Remain Outdoor,Home & Garden,Outdoor,Soylent,22.42,38.29,1
724,Dinner Haircare,Beauty,Haircare,Acme,34.41,59.4,1
725,Need Fitnes,Sports,Fitness,Wayne,37.87,71.74,1
726,Left Decor,Home & Garden,Decor,Globex,28.47,50.06,1
727,Talk Men,Apparel,Men,Soylent,36.96,72.89,1
728,Partner Laptop,Electronics,Laptops,Acme,59.94,81.54,0
729,Sort Skincare,Beauty,Skincare,Initech,44.57,75.61,1
730,Soon Outdoor,Home & Garden,Outdoor,Globex,60.79,118.02,1
731,Face Haircare,Beauty,Haircare,Globex,10.85,14.64,1
732,Coach Kitchen,Home & Garden,Kitchen,Soylent,35.71,59.32,1
733,Information Skincare,Beauty,Skincare,Initech,84.64,144.18,1
734,Development Beverage,Grocery,Beverages,Soylent,74.3,140.29,1
735,Represent Phone,Electronics,Phones,Wayne,57.07,100.64,1
736,Wish Phone,Electronics,Phones,Umbrella,58.27,96.05,0
737,Fear Action Figure,Toys,Action Figures,Initech,34.19,47.96,1
738,Account Board Game,Toys,Board Games,Stark,43.9,57.82,1
739,Sign Phone,Electronics,Phones,Globex,13.08,23.36,1
740,Health Team Sport,Sports,Team Sports,Initech,86.15,128.47,1
741,Financial Makeup,Beauty,Makeup,Wayne,68.8,89.66,1
742,Something Accessorie,Electronics,Accessories,Initech,89.94,145.16,1
743,Mind Makeup,Beauty,Makeup,Soylent,7.91,15.48,1
744,Help Kitchen,Home & Garden,Kitchen,Soylent,54.67,89.61,1
745,Hotel Laptop,Electronics,Laptops,Acme,35.33,49.19,1
746,Baby Men,Apparel,Men,Hooli,6.58,11.74,1
747,Go Non-Fiction,Books,Non-Fiction,Acme,63.87,113.2,1
748,This Furniture,Home & Garden,Furniture,Acme,68.76,96.94,1
749,Sometimes Non-Fiction,Books,Non-Fiction,Hooli,47.3,68.6,0
750,Recognize Outdoor,Home & Garden,Outdoor,Wayne,39.68,78.18,1
751,Interest Educational,Toys,Educational,Wayne,35.19,55.94,1
752,Pretty Educational,Toys,Educational,Hooli,73.3,117.16,1
753,Nature Children,Books,Children,Soylent,19.28,30.47,1
754,Down Phone,Electronics,Phones,Stark,8.21,12.65,1
755,Write Makeup,Beauty,Makeup,Soylent,85.31,125.16,1
756,Close Educational,Toys,Educational,Stark,59.74,104.23,1
757,Culture Audio,Electronics,Audio,Stark,82.37,146.83,1
758,Politics Board Game,Toys,Board Games,Umbrella,75.28,109.04,1
759,Term Pantry,Grocery,Pantry,Globex,91.22,160.01,1
760,Particular Pantry,Grocery,Pantry,Soylent,14.7,24.61,1
761,Away Board Game,Toys,Board Games,Stark,62.83,96.0,1
762,Scientist Women,Apparel,Women,Initech,26.88,52.46,1
763,Table Non-Fiction,Books,Non-Fiction,Acme,72.72,98.66,1
764,Officer Beverage,Grocery,Beverages,Umbrella,70.62,114.58,1
765,Walk Haircare,Beauty,Haircare,Wayne,63.5,82.66,1
766,Audience Fiction,Books,Fiction,Hooli,99.49,144.89,1
767,Commercial Makeup,Beauty,Makeup,Stark,27.53,47.44,1
768,Movement Pantry,Grocery,Pantry,Umbrella,95.0,158.96,1
769,Type Snack,Grocery,Snacks,Soylent,40.92,74.32,1
770,Production Beverage,Grocery,Beverages,Acme,96.86,147.37,1
771,Account Fitnes,Sports,Fitness,Wayne,79.57,126.51,1
772,Politics Footwear,Apparel,Footwear,Acme,84.21,152.86,1
773,Author Outdoor Rec,Sports,Outdoor Rec,Acme,9.28,18.51,1
774,Table Non-Fiction,Books,Non-Fiction,Stark,9.03,17.47,1
775,Wife Board Game,Toys,Board Games,Hooli,76.96,150.82,1
776,Organization Board Game,Toys,Board Games,Initech,87.48,119.48,1
777,Become Women,Apparel,Women,Soylent,6.37,10.59,1
778,Management Women,Apparel,Women,Globex,36.81,71.53,1
779,Many Outdoor Rec,Sports,Outdoor Rec,Initech,98.94,151.32,1
780,Save Board Game,Toys,Board Games,Initech,53.08,104.85,1
781,Air Action Figure,Toys,Action Figures,Hooli,10.52,14.42,0
782,Be Non-Fiction,Books,Non-Fiction,Stark,77.83,119.32,1
783,Parent Snack,Grocery,Snacks,Initech,15.98,28.61,1
784,Threat Non-Fiction,Books,Non-Fiction,Initech,64.49,127.03,1
785,Rise Men,Apparel,Men,Soylent,96.34,125.44,1
786,Never Makeup,Beauty,Makeup,Hooli,23.16,34.64,1
787,Culture Snack,Grocery,Snacks,Stark,26.83,41.76,1
788,Third Pantry,Grocery,Pantry,Soylent,20.39,37.99,1
789,Method Kitchen,Home & Garden,Kitchen,Globex,17.62,27.35,1
790,Major Team Sport,Sports,Team Sports,Initech,85.88,117.37,1
791,Race Pantry,Grocery,Pantry,Stark,38.49,57.13,1
792,Story Outdoor,Home & Garden,Outdoor,Initech,7.98,15.31,1
793,Business Team Sport,Sports,Team Sports,Initech,30.87,50.3,1
794,Loss Board Game,Toys,Board Games,Umbrella,93.48,174.05,1
795,Performance Snack,Grocery,Snacks,Acme,96.24,192.04,1
796,Great Board Game,Toys,Board Games,Soylent,54.49,93.89,1
797,Interview Decor,Home & Garden,Decor,Acme,28.99,47.97,1
798,Model Pantry,Grocery,Pantry,Umbrella,80.09,159.07,1
799,Natural Action Figure,Toys,Action Figures,Globex,41.98,69.53,1
800,Girl Kitchen,Home & Garden,Kitchen,Soylent,88.65,153.26,1
801,Property Pantry,Grocery,Pantry,Wayne,57.37,76.34,1
802,Option Children,Books,Children,Umbrella,96.02,180.32,1
803,Left Accessorie,Electronics,Accessories,Initech,63.5,115.19,1
804,Technology Snack,Grocery,Snacks,Stark,59.07,88.74,1
805,Industry Educational,Toys,Educational,Acme,12.95,24.15,1
806,Leave Beverage,Grocery,Beverages,Acme,78.83,130.94,1
807,Can Board Game,Toys,Board Games,Soylent,93.53,178.39,1
808,Clear Decor,Home & Garden,Decor,Acme,22.59,33.94,1
809,Be Phone,Electronics,Phones,Globex,41.73,74.41,1
810,Seek Pantry,Grocery,Pantry,Umbrella,48.53,91.82,1
811,Little Team Sport,Sports,Team Sports,Globex,60.4,110.73,1
812,Might Furniture,Home & Garden,Furniture,Hooli,97.66,137.48,1
813,Send Decor,Home & Garden,Decor,Globex,18.3,29.06,1
814,Simply Kitchen,Home & Garden,Kitchen,Initech,93.2,140.6,1
815,Site Decor,Home & Garden,Decor,Umbrella,30.86,40.6,1
816,Fear Phone,Electronics,Phones,Soylent,5.64,8.08,1
817,Short Decor,Home & Garden,Decor,Acme,28.68,42.02,1
818,Evening Children,Books,Children,Wayne,12.3,24.01,1
819,Foreign Kitchen,Home & Garden,Kitchen,Soylent,97.4,134.57,0
