rate_date,base_currency,quote_currency,rate
2024-09-01,USD,EGP,48.554441
2024-09-02,USD,EUR,0.920932
2024-09-02,USD,GBP,0.784149
2024-09-02,USD,EGP,48.099345
2024-09-03,USD,EUR,0.91112
2024-09-03,USD,GBP,0.789697
2024-09-03,USD,EGP,48.502583
2024-09-04,USD,EUR,0.916398
2024-09-04,USD,GBP,0.787805
2024-09-04,USD,EGP,48.799624
2024-09-05,USD,EUR,0.911211
2024-09-05,USD,GBP,0.78989
2024-09-05,USD,EGP,48.231516
2024-09-06,USD,EUR,0.914447
2024-09-06,USD,GBP,0.788063
2024-09-06,USD,EGP,48.124498
2024-09-07,USD,EUR,0.915618
2024-09-07,USD,GBP,0.795765
2024-09-07,USD,EGP,48.931028
2024-09-08,USD,EUR,0.920029
2024-09-08,USD,GBP,0.79145
2024-09-08,USD,EGP,48.973837
2024-09-09,USD,EUR,0.912538
2024-09-09,USD,GBP,0.792939
2024-09-09,USD,EGP,48.131475
2024-09-10,USD,EUR,0.919538
2024-09-10,USD,GBP,0.792319
2024-09-10,USD,EGP,48.544107
2024-09-11,USD,EUR,0.91481
2024-09-11,USD,GBP,0.796342
2024-09-11,USD,EGP,48.654795
2024-09-12,USD,EUR,0.925494
2024-09-12,USD,GBP,0.797258
2024-09-12,USD,EGP,48.923202
2024-09-13,USD,EUR,0.923082
2024-09-13,USD,GBP,0.784779
2024-09-13,USD,EGP,48.042791
2024-09-14,USD,EUR,0.92569
2024-09-14,USD,GBP,0.794232
2024-09-14,USD,EGP,48.879137
2024-09-15,USD,EUR,0.92135
2024-09-15,USD,GBP,0.78452
2024-09-15,USD,EGP,48.765545
2024-09-16,USD,EUR,0.920528
2024-09-16,USD,GBP,0.785902
2024-09-16,USD,EGP,48.025518
2024-09-17,USD,EUR,0.925516
2024-09-17,USD,GBP,0.787625
2024-09-17,USD,EGP,48.072289
2024-09-18,USD,EUR,0.923732
2024-09-18,USD,GBP,0.790818
2024-09-18,USD,EGP,48.461214
2024-09-19,USD,EUR,0.918265
2024-09-19,USD,GBP,0.797676
2024-09-19,USD,EGP,48.253244
2024-09-20,USD,EUR,0.924499
2024-09-20,USD,GBP,0.79185
2024-09-20,USD,EGP,48.712463
2024-09-21,USD,EUR,0.926666
2024-09-21,USD,GBP,0.79011
2024-09-21,USD,EGP,48.352548
2024-09-22,USD,EUR,0.915078
2024-09-22,USD,GBP,0.7976
2024-09-22,USD,EGP,48.902374
2024-09-23,USD,EUR,0.915216
2024-09-23,USD,GBP,0.78345
2024-09-23,USD,EGP,48.604733
2024-09-24,USD,EUR,0.924674
2024-09-24,USD,GBP,0.785045
2024-09-24,USD,EGP,48.718008
2024-09-25,USD,EUR,0.91381
2024-09-25,USD,GBP,0.789254
2024-09-25,USD,EGP,48.927492
2024-09-26,USD,EUR,0.927509
2024-09-26,USD,GBP,0.790096
2024-09-26,USD,EGP,48.218417
2024-09-27,USD,EUR,0.911666
2024-09-27,USD,GBP,0.791311
2024-09-27,USD,EGP,48.680021
2024-09-28,USD,EUR,0.925704
2024-09-28,USD,GBP,0.784275
2024-09-28,USD,EGP,48.943596
2024-09-29,USD,EUR,0.912254
2024-09-29,USD,GBP,0.790899
2024-09-29,USD,EGP,48.389529
2024-09-30,USD,EUR,0.919518
2024-09-30,USD,GBP,0.796298
2024-09-30,USD,EGP,48.491344
2024-10-01,USD,EUR,0.923045
2024-10-01,USD,GBP,0.783983
2024-10-01,USD,EGP,48.23413
2024-10-02,USD,EUR,0.9116
2024-10-02,USD,GBP,0.782942
2024-10-02,USD,EGP,48.903913
2024-10-03,USD,EUR,0.92684
2024-10-03,USD,GBP,0.789001
2024-10-03,USD,EGP,48.498163
2024-10-04,USD,EUR,0.916676
2024-10-04,USD,GBP,0.794058
2024-10-04,USD,EGP,48.26886
2024-10-05,USD,EUR,0.919517
2024-10-05,USD,GBP,0.791791
2024-10-05,USD,EGP,48.501911
2024-10-06,USD,EUR,0.922555
2024-10-06,USD,GBP,0.782191
2024-10-06,USD,EGP,48.783629
2024-10-07,USD,EUR,0.91132
2024-10-07,USD,GBP,0.782343
2024-10-07,USD,EGP,48.816379
2024-10-08,USD,EUR,0.914989
2024-10-08,USD,GBP,0.783032
2024-10-08,USD,EGP,48.828038
2024-10-09,USD,EUR,0.922543
2024-10-09,USD,GBP,0.793499
2024-10-09,USD,EGP,48.282998
2024-10-10,USD,EUR,0.920875
2024-10-10,USD,GBP,0.782391
2024-10-10,USD,EGP,48.903238
2024-10-11,USD,EUR,0.912266
2024-10-11,USD,GBP,0.793581
2024-10-11,USD,EGP,48.885322
2024-10-12,USD,EUR,0.926158
2024-10-12,USD,GBP,0.794279
2024-10-12,USD,EGP,48.568597
2024-10-13,USD,EUR,0.912805
2024-10-13,USD,GBP,0.792536
2024-10-13,USD,EGP,48.556816
2024-10-14,USD,EUR,0.924169
2024-10-14,USD,GBP,0.783333
2024-10-14,USD,EGP,48.160496
2024-10-15,USD,EUR,0.924929
2024-10-15,USD,GBP,0.796937
2024-10-15,USD,EGP,48.27357
2024-10-16,USD,EUR,0.915396
2024-10-16,USD,GBP,0.789183
2024-10-16,USD,EGP,48.422891
2024-10-17,USD,EUR,0.916118
2024-10-17,USD,GBP,0.788063
2024-10-17,USD,EGP,48.517177
2024-10-18,USD,EUR,0.927723
2024-10-18,USD,GBP,0.796034
2024-10-18,USD,EGP,48.315943
2024-10-19,USD,EUR,0.92112
2024-10-19,USD,GBP,0.796154
2024-10-19,USD,EGP,48.377105
2024-10-20,USD,EUR,0.923464
2024-10-20,USD,GBP,0.790716
2024-10-20,USD,EGP,48.818703
2024-10-21,USD,EUR,0.914597
2024-10-21,USD,GBP,0.788375
2024-10-21,USD,EGP,48.333446
2024-10-22,USD,EUR,0.924787
2024-10-22,USD,GBP,0.786991
2024-10-22,USD,EGP,48.872443
2024-10-23,USD,EUR,0.927921
2024-10-23,USD,GBP,0.792047
2024-10-23,USD,EGP,48.587835
2024-10-24,USD,EUR,0.916164
2024-10-24,USD,GBP,0.78939
2024-10-24,USD,EGP,48.980607
2024-10-25,USD,EUR,0.912984
2024-10-25,USD,GBP,0.785025
2024-10-25,USD,EGP,48.668101
2024-10-26,USD,EUR,0.924671
2024-10-26,USD,GBP,0.795778
2024-10-26,USD,EGP,48.7797
2024-10-27,USD,EUR,0.914899
2024-10-27,USD,GBP,0.79035
2024-10-27,USD,EGP,48.142364
2024-10-28,USD,EUR,0.924524
2024-10-28,USD,GBP,0.787591
2024-10-28,USD,EGP,48.13265
2024-10-29,USD,EUR,0.91945
2024-10-29,USD,GBP,0.792134
2024-10-29,USD,EGP,48.770439
2024-10-30,USD,EUR,0.917766
2024-10-30,USD,GBP,0.796113
2024-10-30,USD,EGP,48.146548
2024-10-31,USD,EUR,0.918218
2024-10-31,USD,GBP,0.792899
2024-10-31,USD,EGP,48.577863
2024-11-01,USD,EUR,0.917885
2024-11-01,USD,GBP,0.795464
2024-11-01,USD,EGP,48.833597
2024-11-02,USD,EUR,0.92685
2024-11-02,USD,GBP,0.793614
2024-11-02,USD,EGP,48.963742
2024-11-03,USD,EUR,0.926795
2024-11-03,USD,GBP,0.79275
2024-11-03,USD,EGP,48.669819
2024-11-04,USD,EUR,0.920044
2024-11-04,USD,GBP,0.792118
2024-11-04,USD,EGP,48.69015
2024-11-05,USD,EUR,0.917734
2024-11-05,USD,GBP,0.789304
2024-11-05,USD,EGP,48.892965
2024-11-06,USD,EUR,0.916255
2024-11-06,USD,GBP,0.790617
2024-11-06,USD,EGP,48.426492
2024-11-07,USD,EUR,0.926254
2024-11-07,USD,GBP,0.789209
2024-11-07,USD,EGP,48.6587
2024-11-08,USD,EUR,0.916683
2024-11-08,USD,GBP,0.796456
2024-11-08,USD,EGP,48.465059
2024-11-09,USD,EUR,0.91878
2024-11-09,USD,GBP,0.78548
2024-11-09,USD,EGP,48.660415
2024-11-10,USD,EUR,0.925625
2024-11-10,USD,GBP,0.79011
2024-11-10,USD,EGP,48.05306
2024-11-11,USD,EUR,0.919308
2024-11-11,USD,GBP,0.782637
2024-11-11,USD,EGP,48.805514
2024-11-12,USD,EUR,0.92045
2024-11-12,USD,GBP,0.785136
2024-11-12,USD,EGP,48.72407
2024-11-13,USD,EUR,0.925158
2024-11-13,USD,GBP,0.785813
2024-11-13,USD,EGP,48.888855
2024-11-14,USD,EUR,0.921213
2024-11-14,USD,GBP,0.786509
2024-11-14,USD,EGP,48.764158
2024-11-15,USD,EUR,0.923518
2024-11-15,USD,GBP,0.79674
2024-11-15,USD,EGP,48.71233
2024-11-16,USD,EUR,0.918786
2024-11-16,USD,GBP,0.790986
2024-11-16,USD,EGP,48.407208
2024-11-17,USD,EUR,0.917016
2024-11-17,USD,GBP,0.782925
2024-11-17,USD,EGP,48.253508
2024-11-18,USD,EUR,0.925871
2024-11-18,USD,GBP,0.796394
2024-11-18,USD,EGP,48.372039
2024-11-19,USD,EUR,0.926258
2024-11-19,USD,GBP,0.782148
2024-11-19,USD,EGP,48.736126
2024-11-20,USD,EUR,0.917413
2024-11-20,USD,GBP,0.783385
2024-11-20,USD,EGP,48.461112
2024-11-21,USD,EUR,0.926952
2024-11-21,USD,GBP,0.78542
2024-11-21,USD,EGP,48.079708
2024-11-22,USD,EUR,0.914809
2024-11-22,USD,GBP,0.792183
2024-11-22,USD,EGP,48.513537
2024-11-23,USD,EUR,0.918874
2024-11-23,USD,GBP,0.790955
2024-11-23,USD,EGP,48.17743
2024-11-24,USD,EUR,0.922366
2024-11-24,USD,GBP,0.7904
2024-11-24,USD,EGP,48.029604
2024-11-25,USD,EUR,0.913825
2024-11-25,USD,GBP,0.793385
2024-11-25,USD,EGP,48.6709
2024-11-26,USD,EUR,0.913678
2024-11-26,USD,GBP,0.792474
2024-11-26,USD,EGP,48.351121
2024-11-27,USD,EUR,0.925101
2024-11-27,USD,GBP,0.795856
2024-11-27,USD,EGP,48.499927
2024-11-28,USD,EUR,0.92218
2024-11-28,USD,GBP,0.785544
2024-11-28,USD,EGP,48.511705
2024-11-29,USD,EUR,0.92069
2024-11-29,USD,GBP,0.789971
2024-11-29,USD,EGP,48.678168
2024-11-30,USD,EUR,0.918871
2024-11-30,USD,GBP,0.793664
2024-11-30,USD,EGP,48.718846
2024-12-01,USD,EUR,0.926119
2024-12-01,USD,GBP,0.792722
2024-12-01,USD,EGP,48.775191
2024-12-02,USD,EUR,0.910987
2024-12-02,USD,GBP,0.784113
2024-12-02,USD,EGP,48.679439
2024-12-03,USD,EUR,0.922746
2024-12-03,USD,GBP,0.787564
2024-12-03,USD,EGP,48.288575
2024-12-04,USD,EUR,0.925022
2024-12-04,USD,GBP,0.786739
2024-12-04,USD,EGP,48.091374
2024-12-05,USD,EUR,0.92601
2024-12-05,USD,GBP,0.787002
2024-12-05,USD,EGP,48.839558
2024-12-06,USD,EUR,0.910856
2024-12-06,USD,GBP,0.790726
2024-12-06,USD,EGP,48.877999
2024-12-07,USD,EUR,0.920759
2024-12-07,USD,GBP,0.788373
2024-12-07,USD,EGP,48.135324
2024-12-08,USD,EUR,0.92374
2024-12-08,USD,GBP,0.794021
2024-12-08,USD,EGP,48.168605
2024-12-09,USD,EUR,0.922018
2024-12-09,USD,GBP,0.792074
2024-12-09,USD,EGP,48.818864
2024-12-10,USD,EUR,0.917739
2024-12-10,USD,GBP,0.786146
2024-12-10,USD,EGP,48.424819
2024-12-11,USD,EUR,0.926079
2024-12-11,USD,GBP,0.797489
2024-12-11,USD,EGP,48.847587
2024-12-12,USD,EUR,0.928647
2024-12-12,USD,GBP,0.78606
2024-12-12,USD,EGP,48.420024
2024-12-13,USD,EUR,0.913399
2024-12-13,USD,GBP,0.793096
2024-12-13,USD,EGP,48.688288
2024-12-14,USD,EUR,0.918009
2024-12-14,USD,GBP,0.789291
2024-12-14,USD,EGP,48.273017
2024-12-15,USD,EUR,0.9201
2024-12-15,USD,GBP,0.788095
2024-12-15,USD,EGP,48.557854
2024-12-16,USD,EUR,0.919862
2024-12-16,USD,GBP,0.783417
2024-12-16,USD,EGP,48.706945
2024-12-17,USD,EUR,0.913425
2024-12-17,USD,GBP,0.783696
2024-12-17,USD,EGP,48.86331
2024-12-18,USD,EUR,0.918126
2024-12-18,USD,GBP,0.789191
2024-12-18,USD,EGP,48.076133
2024-12-19,USD,EUR,0.92673
2024-12-19,USD,GBP,0.783311
2024-12-19,USD,EGP,48.46614
2024-12-20,USD,EUR,0.919352
2024-12-20,USD,GBP,0.782215
2024-12-20,USD,EGP,48.777454
2024-12-21,USD,EUR,0.923971
2024-12-21,USD,GBP,0.791142
2024-12-21,USD,EGP,48.595624
2024-12-22,USD,EUR,0.923982
2024-12-22,USD,GBP,0.782812
2024-12-22,USD,EGP,48.800673
2024-12-23,USD,EUR,0.927545
2024-12-23,USD,GBP,0.795789
2024-12-23,USD,EGP,48.548812
2024-12-24,USD,EUR,0.923097
2024-12-24,USD,GBP,0.782453
2024-12-24,USD,EGP,48.1823
2024-12-25,USD,EUR,0.915258
2024-12-25,USD,GBP,0.79778
2024-12-25,USD,EGP,48.580144
2024-12-26,USD,EUR,0.918116
2024-12-26,USD,GBP,0.787048
2024-12-26,USD,EGP,48.200078
2024-12-27,USD,EUR,0.916549
2024-12-27,USD,GBP,0.783822
2024-12-27,USD,EGP,48.910771
2024-12-28,USD,EUR,0.912454
2024-12-28,USD,GBP,0.785859
2024-12-28,USD,EGP,48.102201
2024-12-29,USD,EUR,0.928768
2024-12-29,USD,GBP,0.796306
2024-12-29,USD,EGP,48.26406
2024-12-30,USD,EUR,0.912419
2024-12-30,USD,GBP,0.788542
2024-12-30,USD,EGP,48.93061
2024-12-31,USD,EUR,0.917502
2024-12-31,USD,GBP,0.787277
2024-12-31,USD,EGP,48.797372
2025-01-01,USD,EUR,0.914173
2025-01-01,USD,GBP,0.786008
2025-01-01,USD,EGP,48.215248
2025-01-02,USD,EUR,0.928914
2025-01-02,USD,GBP,0.787854
2025-01-02,USD,EGP,48.087744
2025-01-03,USD,EUR,0.925406
2025-01-03,USD,GBP,0.79403
2025-01-03,USD,EGP,48.738618
2025-01-04,USD,EUR,0.912403
2025-01-04,USD,GBP,0.792463
2025-01-04,USD,EGP,48.408988
2025-01-05,USD,EUR,0.911233
2025-01-05,USD,GBP,0.785203
2025-01-05,USD,EGP,48.208815
2025-01-06,USD,EUR,0.920231
2025-01-06,USD,GBP,0.793397
2025-01-06,USD,EGP,48.508702
2025-01-07,USD,EUR,0.916923
2025-01-07,USD,GBP,0.782961
2025-01-07,USD,EGP,48.924126
2025-01-08,USD,EUR,0.915619
2025-01-08,USD,GBP,0.787244
2025-01-08,USD,EGP,48.887325
2025-01-09,USD,EUR,0.916634
2025-01-09,USD,GBP,0.792393
2025-01-09,USD,EGP,48.077372
2025-01-10,USD,EUR,0.921227
2025-01-10,USD,GBP,0.788629
2025-01-10,USD,EGP,48.239073
2025-01-11,USD,EUR,0.915578
2025-01-11,USD,GBP,0.782411
2025-01-11,USD,EGP,48.396049
2025-01-12,USD,EUR,0.918807
2025-01-12,USD,GBP,0.788847
2025-01-12,USD,EGP,48.798858
2025-01-13,USD,EUR,0.925147
2025-01-13,USD,GBP,0.789682
2025-01-13,USD,EGP,48.507056
2025-01-14,USD,EUR,0.912623
2025-01-14,USD,GBP,0.795467
2025-01-14,USD,EGP,48.2718
2025-01-15,USD,EUR,0.916484
2025-01-15,USD,GBP,0.787506
2025-01-15,USD,EGP,48.280816
2025-01-16,USD,EUR,0.926556
2025-01-16,USD,GBP,0.790751
2025-01-16,USD,EGP,48.435205
2025-01-17,USD,EUR,0.924984
2025-01-17,USD,GBP,0.783124
2025-01-17,USD,EGP,48.81091
2025-01-18,USD,EUR,0.914776
2025-01-18,USD,GBP,0.796595
2025-01-18,USD,EGP,48.568618
2025-01-19,USD,EUR,0.923103
2025-01-19,USD,GBP,0.785202
2025-01-19,USD,EGP,48.355626
2025-01-20,USD,EUR,0.924727
2025-01-20,USD,GBP,0.795269
2025-01-20,USD,EGP,48.283969
2025-01-21,USD,EUR,0.928234
2025-01-21,USD,GBP,0.788082
2025-01-21,USD,EGP,48.217404
2025-01-22,USD,EUR,0.913623
2025-01-22,USD,GBP,0.793336
2025-01-22,USD,EGP,48.632872
2025-01-23,USD,EUR,0.918234
2025-01-23,USD,GBP,0.783654
2025-01-23,USD,EGP,48.892108
2025-01-24,USD,EUR,0.913464
2025-01-24,USD,GBP,0.789301
2025-01-24,USD,EGP,48.06269
2025-01-25,USD,EUR,0.916306
2025-01-25,USD,GBP,0.792457
2025-01-25,USD,EGP,48.115597
2025-01-26,USD,EUR,0.913983
2025-01-26,USD,GBP,0.794202
2025-01-26,USD,EGP,48.978387
2025-01-27,USD,EUR,0.925107
2025-01-27,USD,GBP,0.797572
2025-01-27,USD,EGP,48.243459
2025-01-28,USD,EUR,0.920303
2025-01-28,USD,GBP,0.79405
2025-01-28,USD,EGP,48.704986
2025-01-29,USD,EUR,0.924285
2025-01-29,USD,GBP,0.790962
2025-01-29,USD,EGP,48.573584
2025-01-30,USD,EUR,0.913711
2025-01-30,USD,GBP,0.782372
2025-01-30,USD,EGP,48.062238
2025-01-31,USD,EUR,0.921944
2025-01-31,USD,GBP,0.797802
2025-01-31,USD,EGP,48.848059
2025-02-01,USD,EUR,0.9152
2025-02-01,USD,GBP,0.792783
2025-02-01,USD,EGP,48.928852
2025-02-02,USD,EUR,0.922922
2025-02-02,USD,GBP,0.795028
2025-02-02,USD,EGP,48.791695
2025-02-03,USD,EUR,0.913138
2025-02-03,USD,GBP,0.791304
2025-02-03,USD,EGP,48.228428
2025-02-04,USD,EUR,0.92683
2025-02-04,USD,GBP,0.78887
2025-02-04,USD,EGP,48.48991
2025-02-05,USD,EUR,0.925251
2025-02-05,USD,GBP,0.783856
2025-02-05,USD,EGP,48.688543
2025-02-06,USD,EUR,0.927565
2025-02-06,USD,GBP,0.784768
2025-02-06,USD,EGP,48.299286
2025-02-07,USD,EUR,0.92136
2025-02-07,USD,GBP,0.783809
2025-02-07,USD,EGP,48.510537
2025-02-08,USD,EUR,0.924489
2025-02-08,USD,GBP,0.794312
2025-02-08,USD,EGP,48.017522
2025-02-09,USD,EUR,0.911289
2025-02-09,USD,GBP,0.784836
2025-02-09,USD,EGP,48.246818
2025-02-10,USD,EUR,0.920589
2025-02-10,USD,GBP,0.790195
2025-02-10,USD,EGP,48.89908
2025-02-11,USD,EUR,0.929068
2025-02-11,USD,GBP,0.791937
2025-02-11,USD,EGP,48.275206
2025-02-12,USD,EUR,0.912933
2025-02-12,USD,GBP,0.789903
2025-02-12,USD,EGP,48.101603
2025-02-13,USD,EUR,0.919083
2025-02-13,USD,GBP,0.784033
2025-02-13,USD,EGP,48.708841
2025-02-14,USD,EUR,0.918836
2025-02-14,USD,GBP,0.789865
2025-02-14,USD,EGP,48.800445
2025-02-15,USD,EUR,0.912546
2025-02-15,USD,GBP,0.784322
2025-02-15,USD,EGP,48.935357
2025-02-16,USD,EUR,0.926755
2025-02-16,USD,GBP,0.785847
2025-02-16,USD,EGP,48.932553
2025-02-17,USD,EUR,0.923738
2025-02-17,USD,GBP,0.791027
2025-02-17,USD,EGP,48.256438
2025-02-18,USD,EUR,0.914656
2025-02-18,USD,GBP,0.785359
2025-02-18,USD,EGP,48.89358
2025-02-19,USD,EUR,0.915349
2025-02-19,USD,GBP,0.788922
2025-02-19,USD,EGP,48.705493
2025-02-20,USD,EUR,0.920799
2025-02-20,USD,GBP,0.789374
2025-02-20,USD,EGP,48.148167
2025-02-21,USD,EUR,0.916524
2025-02-21,USD,GBP,0.787694
2025-02-21,USD,EGP,48.819108
2025-02-22,USD,EUR,0.911204
2025-02-22,USD,GBP,0.786408
2025-02-22,USD,EGP,48.916674
2025-02-23,USD,EUR,0.927559
2025-02-23,USD,GBP,0.782543
2025-02-23,USD,EGP,48.261075
2025-02-24,USD,EUR,0.915703
2025-02-24,USD,GBP,0.789152
2025-02-24,USD,EGP,48.496535
2025-02-25,USD,EUR,0.924711
2025-02-25,USD,GBP,0.78888
2025-02-25,USD,EGP,48.175818
2025-02-26,USD,EUR,0.923058
2025-02-26,USD,GBP,0.790605
2025-02-26,USD,EGP,48.090194
2025-02-27,USD,EUR,0.92277
2025-02-27,USD,GBP,0.786686
2025-02-27,USD,EGP,48.389581
2025-02-28,USD,EUR,0.913763
2025-02-28,USD,GBP,0.796595
2025-02-28,USD,EGP,48.403172
2025-03-01,USD,EUR,0.917707
2025-03-01,USD,GBP,0.791547
2025-03-01,USD,EGP,48.018791
2025-03-02,USD,EUR,0.920427
2025-03-02,USD,GBP,0.795582
2025-03-02,USD,EGP,48.291296
2025-03-03,USD,EUR,0.926745
2025-03-03,USD,GBP,0.797279
2025-03-03,USD,EGP,48.879782
2025-03-04,USD,EUR,0.922558
2025-03-04,USD,GBP,0.78904
2025-03-04,USD,EGP,48.238768
2025-03-05,USD,EUR,0.928665
2025-03-05,USD,GBP,0.784666
2025-03-05,USD,EGP,48.894028
2025-03-06,USD,EUR,0.928427
2025-03-06,USD,GBP,0.786085
2025-03-06,USD,EGP,48.845395
2025-03-07,USD,EUR,0.914479
2025-03-07,USD,GBP,0.797662
2025-03-07,USD,EGP,48.554527
2025-03-08,USD,EUR,0.914753
2025-03-08,USD,GBP,0.790197
2025-03-08,USD,EGP,48.091239
2025-03-09,USD,EUR,0.917063
2025-03-09,USD,GBP,0.783744
2025-03-09,USD,EGP,48.347085
2025-03-10,USD,EUR,0.913309
2025-03-10,USD,GBP,0.790339
2025-03-10,USD,EGP,48.485586
2025-03-11,USD,EUR,0.925766
2025-03-11,USD,GBP,0.786526
2025-03-11,USD,EGP,48.351756
2025-03-12,USD,EUR,0.910937
2025-03-12,USD,GBP,0.786179
2025-03-12,USD,EGP,48.289542
2025-03-13,USD,EUR,0.912461
2025-03-13,USD,GBP,0.788803
2025-03-13,USD,EGP,48.223385
2025-03-14,USD,EUR,0.915747
2025-03-14,USD,GBP,0.782155
2025-03-14,USD,EGP,48.459495
2025-03-15,USD,EUR,0.916312
2025-03-15,USD,GBP,0.793668
2025-03-15,USD,EGP,48.390109
2025-03-16,USD,EUR,0.91672
2025-03-16,USD,GBP,0.794039
2025-03-16,USD,EGP,48.225419
2025-03-17,USD,EUR,0.921454
2025-03-17,USD,GBP,0.792087
2025-03-17,USD,EGP,48.275042
2025-03-18,USD,EUR,0.926179
2025-03-18,USD,GBP,0.792572
2025-03-18,USD,EGP,48.747149
2025-03-19,USD,EUR,0.915911
2025-03-19,USD,GBP,0.788013
2025-03-19,USD,EGP,48.574454
2025-03-20,USD,EUR,0.921605
2025-03-20,USD,GBP,0.787144
2025-03-20,USD,EGP,48.020006
2025-03-21,USD,EUR,0.920922
2025-03-21,USD,GBP,0.793118
2025-03-21,USD,EGP,48.45108
2025-03-22,USD,EUR,0.916654
2025-03-22,USD,GBP,0.794884
2025-03-22,USD,EGP,48.494277
2025-03-23,USD,EUR,0.923993
2025-03-23,USD,GBP,0.79449
2025-03-23,USD,EGP,48.736572
2025-03-24,USD,EUR,0.923106
2025-03-24,USD,GBP,0.782536
2025-03-24,USD,EGP,48.430098
2025-03-25,USD,EUR,0.914074
2025-03-25,USD,GBP,0.794609
2025-03-25,USD,EGP,48.015515
2025-03-26,USD,EUR,0.923789
2025-03-26,USD,GBP,0.796934
2025-03-26,USD,EGP,48.196584
2025-03-27,USD,EUR,0.916334
2025-03-27,USD,GBP,0.792518
2025-03-27,USD,EGP,48.450138
2025-03-28,USD,EUR,0.928995
2025-03-28,USD,GBP,0.786193
2025-03-28,USD,EGP,48.854912
2025-03-29,USD,EUR,0.920882
2025-03-29,USD,GBP,0.78962
2025-03-29,USD,EGP,48.288299
2025-03-30,USD,EUR,0.915406
2025-03-30,USD,GBP,0.797372
2025-03-30,USD,EGP,48.431761
2025-03-31,USD,EUR,0.917212
2025-03-31,USD,GBP,0.796725
2025-03-31,USD,EGP,48.860355
2025-04-01,USD,EUR,0.923401
2025-04-01,USD,GBP,0.792818
2025-04-01,USD,EGP,48.020632
2025-04-02,USD,EUR,0.924627
2025-04-02,USD,GBP,0.790783
2025-04-02,USD,EGP,48.721296
2025-04-03,USD,EUR,0.926625
2025-04-03,USD,GBP,0.790943
2025-04-03,USD,EGP,48.060656
2025-04-04,USD,EUR,0.914031
2025-04-04,USD,GBP,0.793548
2025-04-04,USD,EGP,48.637127
2025-04-05,USD,EUR,0.926508
2025-04-05,USD,GBP,0.791485
2025-04-05,USD,EGP,48.513987
2025-04-06,USD,EUR,0.914157
2025-04-06,USD,GBP,0.797871
2025-04-06,USD,EGP,48.577864
2025-04-07,USD,EUR,0.913181
2025-04-07,USD,GBP,0.784896
2025-04-07,USD,EGP,48.126568
2025-04-08,USD,EUR,0.9227
2025-04-08,USD,GBP,0.794764
2025-04-08,USD,EGP,48.280531
2025-04-09,USD,EUR,0.913453
2025-04-09,USD,GBP,0.792136
2025-04-09,USD,EGP,48.673374
2025-04-10,USD,EUR,0.919837
2025-04-10,USD,GBP,0.783396
2025-04-10,USD,EGP,48.063151
2025-04-11,USD,EUR,0.913685
2025-04-11,USD,GBP,0.795772
2025-04-11,USD,EGP,48.578614
2025-04-12,USD,EUR,0.92161
2025-04-12,USD,GBP,0.797257
2025-04-12,USD,EGP,48.025896
2025-04-13,USD,EUR,0.916599
2025-04-13,USD,GBP,0.782459
2025-04-13,USD,EGP,48.786412
2025-04-14,USD,EUR,0.927611
2025-04-14,USD,GBP,0.784776
2025-04-14,USD,EGP,48.594754
2025-04-15,USD,EUR,0.927811
2025-04-15,USD,GBP,0.784252
2025-04-15,USD,EGP,48.365284
2025-04-16,USD,EUR,0.91933
2025-04-16,USD,GBP,0.797518
2025-04-16,USD,EGP,48.568508
2025-04-17,USD,EUR,0.92023
2025-04-17,USD,GBP,0.790402
2025-04-17,USD,EGP,48.337969
2025-04-18,USD,EUR,0.922067
2025-04-18,USD,GBP,0.794887
2025-04-18,USD,EGP,48.662435
2025-04-19,USD,EUR,0.927882
2025-04-19,USD,GBP,0.784768
2025-04-19,USD,EGP,48.781178
2025-04-20,USD,EUR,0.915069
2025-04-20,USD,GBP,0.795384
2025-04-20,USD,EGP,48.30566
2025-04-21,USD,EUR,0.920937
2025-04-21,USD,GBP,0.79562
2025-04-21,USD,EGP,48.468751
2025-04-22,USD,EUR,0.92261
2025-04-22,USD,GBP,0.782298
2025-04-22,USD,EGP,48.481735
2025-04-23,USD,EUR,0.920628
2025-04-23,USD,GBP,0.789853
2025-04-23,USD,EGP,48.778362
2025-04-24,USD,EUR,0.911706
2025-04-24,USD,GBP,0.788101
2025-04-24,USD,EGP,48.33293
2025-04-25,USD,EUR,0.916204
2025-04-25,USD,GBP,0.782313
2025-04-25,USD,EGP,48.50979
2025-04-26,USD,EUR,0.929177
2025-04-26,USD,GBP,0.79468
2025-04-26,USD,EGP,48.373103
2025-04-27,USD,EUR,0.921397
2025-04-27,USD,GBP,0.797195
2025-04-27,USD,EGP,48.063485
2025-04-28,USD,EUR,0.916809
2025-04-28,USD,GBP,0.797048
2025-04-28,USD,EGP,48.096735
2025-04-29,USD,EUR,0.914237
2025-04-29,USD,GBP,0.792309
2025-04-29,USD,EGP,48.509919
2025-04-30,USD,EUR,0.927661
2025-04-30,USD,GBP,0.797305
2025-04-30,USD,EGP,48.03589
2025-05-01,USD,EUR,0.921335
2025-05-01,USD,GBP,0.791946
2025-05-01,USD,EGP,48.458015
2025-05-02,USD,EUR,0.923489
2025-05-02,USD,GBP,0.79123
2025-05-02,USD,EGP,48.905777
2025-05-03,USD,EUR,0.912692
2025-05-03,USD,GBP,0.789084
2025-05-03,USD,EGP,48.377082
2025-05-04,USD,EUR,0.921522
2025-05-04,USD,GBP,0.783087
